Country,Obesity,Undernourished,Population,Annual Average Temperature,Max Latitude,Min Latitude,Max Longitude,Min Longitude,HDI Rank,hdi_2016,hdi_2017,hdi_2018,hdi_2019,gdp_2016,gdp_2017,gdp_2018,gdp_2019,Winter Average Temperature,Spring Average Temperature,Summer Average Temperature,Autumn Average Temperature
Norway,25.0,<2.5,5387000.0,1.3857045454545458,80.77,-54.46,33.64,-9.12,1.0,0.95,0.9540000000000001,0.956,0.9570000000000001,1.1,2.3,1.3,1.2,-6.343424242424244,4.274151515151515,9.769000000000004,-2.156909090909091
Oman,22.9,6.8,4713000.0,28.20421969696969,26.39,16.64,59.84,51.98,60.0,0.815,0.8190000000000001,0.813,0.813,4.9,0.3,0.9,-0.8,22.38948484848485,32.294000000000004,32.945424242424245,25.187969696969702
Pakistan,7.8,20.3,220940000.0,21.69875,37.05,23.69,77.05,60.84,154.0,0.542,0.55,0.552,0.557,4.6,5.2,5.5,1.9,13.6240303030303,27.58803030303031,28.748000000000005,16.834939393939393
Panama,22.5,10,4283000.0,27.07363636363637,9.63,7.21,-77.16,-83.05,57.0,0.805,0.8109999999999999,0.812,0.815,5.0,5.6,3.7,3.0,27.205696969696973,27.61687878787879,27.084242424242433,26.387727272727275
Paraguay,19.0,10.7,7255000.0,24.191568181818184,-19.29,-27.59,-54.25,-62.65,103.0,0.722,0.726,0.727,0.728,4.3,5.0,3.4,0.0,27.407757575757575,21.345636363636363,21.320090909090904,26.692787878787883
Peru,19.1,9.7,32824000.0,20.767,-0.03,-18.34,-68.68,-81.34,79.0,0.765,0.767,0.7709999999999999,0.777,4.1,2.5,4.0,2.2,21.320909090909087,20.524727272727272,20.124878787878785,21.09748484848485
Philippines,6.0,13.3,109581000.0,27.42496212121212,21.12,4.66,126.62,116.95,107.0,0.7040000000000001,0.708,0.711,0.718,7.1,6.9,6.3,6.0,26.49309090909091,28.459393939393937,27.729181818181825,27.018181818181816
Poland,25.6,<2.5,38368000.0,9.188696969696972,54.84,48.99,24.14,14.12,35.0,0.8690000000000001,0.873,0.877,0.88,3.1,4.9,5.3,4.1,0.4953636363636365,13.635545454545456,17.780242424242427,4.843636363636363
Portugal,23.2,<2.5,10255000.0,15.74873484848485,42.15,30.03,-6.21,-31.28,38.0,0.855,0.858,0.86,0.8640000000000001,2.0,3.5,2.6,2.2,10.325363636363639,17.424151515151518,22.13312121212121,13.11230303030303
Republic of Moldova,20.1,,3535000.0,10.850212121212122,48.49,45.46,30.13,26.62,90.0,0.738,0.743,0.746,0.75,4.4,4.7,4.0,3.6,0.6626969696969698,16.31921212121212,21.01039393939394,5.408545454545454
Romania,24.5,<2.5,19241000.0,10.562227272727274,48.27,43.65,29.7,20.24,49.0,0.82,0.821,0.823,0.828,4.8,7.1,4.4,4.1,1.4092727272727272,15.221060606060606,19.924818181818182,5.6937575757575765
Russian Federation,25.7,<2.5,146733000.0,-3.466234848484848,81.72,41.19,180.0,-180.0,52.0,0.815,0.82,0.823,0.8240000000000001,0.2,1.8,2.5,1.3,-18.94812121212121,5.471575757575757,12.204333333333336,-12.592727272727274
Rwanda,4.8,36.8,12952000.0,20.393386363636363,-1.06,-2.83,30.89,28.86,160.0,0.527,0.535,0.54,0.5429999999999999,6.0,4.0,8.6,9.4,20.414484848484847,20.34369696969697,20.7730606060606,20.04230303030303
Saint Kitts and Nevis,23.1,,54000.0,27.25134090909092,17.42,17.1,-62.54,-62.86,74.0,0.7709999999999999,0.77,0.773,0.779,2.8,-2.0,2.9,2.8,25.88072727272727,27.36715151515152,28.461333333333332,27.29615151515151
Saint Lucia,19.8,,182000.0,27.61696969696969,14.11,13.71,-60.88,-61.08,86.0,0.752,0.759,0.758,0.759,3.8,3.5,2.6,1.7,26.509090909090904,27.901757575757575,28.477333333333338,27.57969696969697
Saint Vincent and the Grenadines,23.8,5.7,111000.0,27.756931818181812,13.38,12.59,-61.12,-61.46,97.0,0.7340000000000001,0.7340000000000001,0.736,0.738,1.9,1.0,2.2,0.4,26.678878787878787,28.008393939393937,28.606242424242428,27.73421212121212
Samoa,45.5,2.7,200000.0,27.089318181818186,-13.46,-14.05,-171.44,-172.78,111.0,0.71,0.71,0.7090000000000001,0.715,8.1,1.0,-2.2,3.5,27.43854545454546,27.284666666666666,26.624424242424244,27.00963636363637
Sao Tome and Principe,10.6,7,210000.0,26.15413484848485,1.7,-0.01,7.47,6.47,135.0,0.608,0.619,0.624,0.625,,,,,27.037909090909093,26.458696969696973,25.102433333333334,26.017500000000002
Saudi Arabia,35.0,7.1,35041000.0,26.832280303030306,32.12,16.37,55.64,34.57,40.0,0.8590000000000001,0.852,0.8540000000000001,0.8540000000000001,1.7,-0.7,2.4,0.3,19.148969696969697,31.038272727272727,34.803,22.338878787878787
Senegal,7.4,11.3,16744000.0,29.164568181818186,16.69,12.31,-11.38,-17.54,168.0,0.509,0.512,0.516,0.512,6.4,7.4,6.4,5.3,27.651454545454545,31.85278787878788,29.00927272727272,28.14475757575757
Serbia,23.5,5.7,6957000.0,11.353984090909087,46.19,41.85,23.01,18.85,64.0,0.795,0.7979999999999999,0.8029999999999999,0.8059999999999999,3.3,2.0,4.4,4.2,2.826030303030303,15.835706060606062,20.500066666666665,6.254133333333333
Sierra Leone,7.5,25.6,7977000.0,27.06340909090909,10.0,6.92,-10.28,-13.3,182.0,0.431,0.44299999999999995,0.447,0.452,6.4,3.8,3.5,5.4,27.695878787878787,27.86448484848485,25.92472727272727,26.76854545454545
Slovakia,22.4,3.4,5462000.0,9.073053030303033,49.6,47.75,22.54,16.84,39.0,0.853,0.855,0.858,0.86,2.1,3.0,3.9,2.4,0.5755151515151516,13.51209090909091,17.639666666666667,4.564939393939395
Slovenia,22.5,<2.5,2103000.0,10.606553030303033,46.86,45.42,16.52,13.37,22.0,0.9,0.907,0.912,0.917,3.1,4.8,4.1,2.4,2.697757575757576,14.604818181818182,18.966060606060605,6.157575757575756
Solomon Islands,20.5,8.9,715000.0,27.57246212121213,-6.97,-12.29,168.83,155.51,151.0,0.561,0.562,0.564,0.5670000000000001,5.9,5.3,3.9,1.2,27.88960606060606,27.630999999999997,27.16539393939394,27.603848484848488
South Africa,27.0,6.2,59628000.0,18.37770454545455,-22.13,-46.97,37.98,16.47,114.0,0.703,0.705,0.7070000000000001,0.7090000000000001,0.4,1.4,0.8,0.2,22.976030303030303,15.180060606060607,14.247939393939395,21.10678787878788
Spain,27.1,<2.5,47635000.0,14.888143939393942,43.79,27.64,4.34,-18.17,25.0,0.899,0.903,0.905,0.904,3.0,2.9,2.4,2.0,8.337575757575758,16.887999999999995,22.889969696969697,11.437030303030303
Sri Lanka,5.4,9,21937000.0,27.959257575757576,9.83,5.92,81.89,79.66,72.0,0.773,0.775,0.779,0.782,4.5,3.6,3.3,2.3,27.348303030303033,29.057484848484847,28.435090909090906,26.99615151515151
Sudan,7.4,20.1,43849000.0,28.18436363636363,22.23,8.68,38.6,21.81,170.0,0.507,0.509,0.506,0.51,3.5,0.7,-2.3,-2.5,24.521121212121216,31.539606060606058,30.572000000000003,26.104727272727274
Suriname,26.5,8.5,605000.0,27.53161363636363,6.01,1.83,-53.99,-58.07,97.0,0.735,0.732,0.7340000000000001,0.738,-5.6,1.8,2.6,0.3,26.74963636363636,27.34587878787879,28.07133333333333,27.95960606060606
Sweden,22.1,<2.5,10377000.0,3.737340909090909,69.04,55.34,24.16,11.11,7.0,0.94,0.9420000000000001,0.943,0.945,2.1,2.6,2.0,1.3,-5.273181818181818,7.839545454545456,13.095272727272729,-0.7122727272727275
Switzerland,21.2,<2.5,8634000.0,8.427909090909091,47.8,45.82,10.47,5.95,2.0,0.9470000000000001,0.9490000000000001,0.955,0.955,1.7,1.9,2.7,1.2,1.067575757575758,11.940666666666667,16.395,4.308393939393939
Taiwan*,,3.5,23610000.0,23.14687121212121,25.29,21.9,122.01,118.28,,,,,,,,,,18.111666666666668,24.793545454545452,27.71781818181819,21.964454545454544
Tajikistan,12.6,,9429000.0,4.833931818181821,41.02,36.68,75.16,67.34,125.0,0.653,0.657,0.6609999999999999,0.6679999999999999,6.9,7.1,7.3,7.5,-4.902181818181818,10.101454545454546,15.286333333333337,-1.1498787878787882
Thailand,10.8,7.8,66534000.0,27.17131818181819,20.45,5.63,105.65,97.35,79.0,0.7559999999999999,0.765,0.772,0.777,3.4,4.1,4.2,2.4,26.114121212121216,29.214333333333332,27.64887878787879,25.707939393939395
Timor-Leste,2.9,24.9,1318000.0,26.481612878787878,-8.13,-9.5,127.34,124.04,141.0,0.598,0.599,0.599,0.606,3.6,-3.8,-0.8,3.1,26.974303030303034,26.325748484848486,25.206733333333336,27.419666666666668
Togo,7.1,16.1,8279000.0,27.81456818181817,11.13,6.1,1.78,-0.17,167.0,0.502,0.506,0.51,0.515,5.6,4.4,4.9,5.3,29.37363636363636,28.424242424242422,25.89836363636363,27.56203030303031
Trinidad and Tobago,19.7,5.5,1369000.0,27.31081818181818,11.35,10.04,-60.52,-61.93,67.0,0.792,0.795,0.795,0.7959999999999999,-6.3,-2.3,-0.2,0.0,26.533333333333335,27.748636363636365,27.780575757575757,27.18072727272727
Tunisia,27.3,4.3,11896000.0,20.97399242424242,37.35,30.23,11.56,7.48,95.0,0.731,0.7340000000000001,0.738,0.74,1.2,1.9,2.7,1.0,13.252757575757576,23.75463636363637,29.587515151515152,17.301060606060606
Turkey,32.2,<2.5,83737000.0,13.283272727272726,42.1,35.82,44.81,25.66,54.0,0.8079999999999999,0.8140000000000001,0.8170000000000001,0.82,3.3,7.5,3.0,0.9,4.432848484848484,16.34248484848485,23.260121212121216,9.097636363636365
Turkmenistan,17.5,5.4,6031000.0,16.463257575757574,42.79,35.14,66.65,52.44,111.0,0.6990000000000001,0.701,0.71,0.715,6.2,6.5,6.2,6.3,5.81851515151515,23.548242424242428,27.86009090909091,8.626181818181818
Uganda,4.1,41,45741000.0,23.9012196969697,4.22,-1.48,35.01,29.55,159.0,0.529,0.532,0.5379999999999999,0.544,0.4,7.3,6.1,6.7,24.98151515151515,23.869000000000003,23.12339393939394,23.6309696969697
Ukraine,26.1,3.5,41778000.0,9.522651515151516,52.37,45.21,40.16,22.13,74.0,0.768,0.7709999999999999,0.774,0.779,2.4,2.5,3.4,3.2,-0.990272727272727,15.471757575757577,19.682393939393936,3.926727272727273
United Arab Emirates,29.9,2.6,9778000.0,29.055893939393936,26.07,22.62,56.38,51.57,31.0,0.8640000000000001,0.8809999999999999,0.889,0.89,3.1,2.4,1.2,1.7,21.56678787878788,32.885878787878795,36.38521212121213,25.38569696969697
United Kingdom,29.5,<2.5,67160000.0,9.520113636363636,60.85,-59.47,72.49,-130.75,13.0,0.924,0.9259999999999999,0.9279999999999999,0.932,1.9,1.9,1.3,1.5,5.345757575757575,10.90721212121212,14.24051515151515,7.586969696969699
United Republic of Tanzania,7.1,30.7,59734000.0,23.01119015151515,-0.99,-11.75,40.44,29.33,163.0,0.52,0.523,0.524,0.529,6.9,6.8,7.0,7.0,23.72657575757576,22.264351515151514,22.035299999999996,24.018533333333334
United States of America,37.3,<2.5,329878000.0,9.692550757575756,71.39,-14.38,179.78,-179.14,17.0,0.922,0.924,0.925,0.9259999999999999,1.7,2.3,3.0,2.2,0.06406060606060586,14.419742424242424,20.16646666666667,4.119933333333334
Uruguay,28.9,<2.5,3531000.0,18.19810606060605,-30.1,-34.97,-53.11,-58.44,55.0,0.81,0.8140000000000001,0.816,0.8170000000000001,1.7,2.6,1.6,0.2,23.47339393939394,15.421969696969697,13.373454545454544,20.523606060606056
Uzbekistan,15.3,6.3,34174000.0,13.880704545454545,41.02,37.19,73.15,55.98,106.0,0.705,0.713,0.7170000000000001,0.72,6.1,4.5,5.4,5.6,2.5760606060606057,21.55606060606061,25.70963636363636,5.681060606060604
Vanuatu,23.5,7.2,321000.0,26.002340909090915,-13.06,-20.25,169.9,166.52,140.0,0.598,0.601,0.603,0.609,3.5,4.4,2.9,3.3,27.289393939393936,25.84360606060606,24.70239393939394,26.173969696969696
Venezuela (Bolivarian Republic of),25.2,21.2,28645000.0,26.31658333333333,15.7,0.65,-59.82,-73.39,113.0,0.759,0.743,0.733,0.711,-17.0,-15.7,-19.6,-35.0,26.491878787878786,26.42406060606061,26.193212121212124,26.157181818181822
Vietnam,2.1,9.3,96209000.0,24.86991666666667,23.37,8.57,109.47,102.12,117.0,0.693,0.696,0.7,0.7040000000000001,6.7,6.9,7.1,7.0,21.775303030303032,27.352000000000004,27.224666666666668,23.12769696969697
Yemen,14.1,38.9,29826000.0,27.32601515151516,19.0,12.11,54.54,42.55,179.0,0.474,0.467,0.46799999999999997,0.47,-9.4,-5.1,0.8,2.1,23.038515151515153,30.650606060606062,31.486848484848483,24.12809090909091
Zambia,6.5,46.7,18384000.0,22.35386363636364,-8.19,-18.07,33.67,21.98,146.0,0.5710000000000001,0.578,0.5820000000000001,0.584,3.8,3.5,4.0,1.4,23.203757575757578,20.411060606060605,21.01136363636364,24.789272727272728
Zimbabwe,12.3,51.3,14863000.0,22.10474242424242,-15.61,-22.4,33.04,25.22,150.0,0.5579999999999999,0.563,0.569,0.5710000000000001,0.7,4.7,3.5,-6.5,24.026636363636367,19.426515151515154,19.851757575757574,25.114060606060605
